,sentence,open_q,close_q,affirm,reflect,sd,b,sv,%,aa,ba,qy,ny,fc,qw,nn,bk,h,qy^d,bh,^q,bf,"fo_o_fw_""_by_bc",na,ad,^2,b^m,qo,qh,^h,ar,ng,br,no,fp,qrr,arp_nd,t3,oo_co_cc,aap_am,t1,bd,^g,qw^d,fa,ft
880,You know it sounds like you know you're plugged in with doctors either and want to reach out to him but if you run into problems with your asthma and you don't want to reach out to us you can feel free to do that.,0,0,0,1,0.106964059,0.000156477,0.877367258,0.000286324,0.000305149,0.000678117,0.00171544,4.31E-05,0.000741671,3.32E-05,2.97E-06,2.71E-05,0.000105157,0.000781376,3.07E-05,0.002153275,0.001500285,0.000123578,4.63E-05,0.004507164,0.000451402,3.65E-05,2.67E-05,0.001721304,9.41E-05,9.00E-06,1.86E-06,2.99E-06,1.26E-05,6.13E-07,8.62E-07,1.09E-05,1.90E-05,3.49E-05,2.19E-06,4.48E-07,1.40E-06,2.94E-07,3.27E-06,2.08E-07,7.65E-07
881,"I do I have in the past have patients send me, you know their peak flows I know you told me that you sometimes have to do the oral steroids a couple of times a year.",0,0,0,0,0.99770087,8.86E-07,0.001872468,1.60E-06,1.15E-05,3.15E-06,0.000117649,9.53E-07,2.97E-05,6.53E-07,1.72E-07,4.79E-07,1.00E-05,6.74E-05,2.22E-07,1.13E-05,2.15E-05,1.88E-06,0.000120341,2.39E-06,5.79E-07,2.85E-07,5.05E-07,1.43E-06,1.83E-06,1.74E-06,6.61E-06,1.90E-07,6.25E-06,3.23E-07,6.50E-08,4.38E-06,1.37E-07,2.61E-07,2.67E-08,9.64E-08,2.32E-08,3.44E-08,1.70E-07,3.23E-08,1.75E-08
882,"So again, if, if you need an alternative backed up for asthma support you can feel free to reach out to me and send me, my help on my message.",0,0,0,0,0.394535869,7.12E-05,0.595372021,0.000942203,0.000281464,0.000345599,0.000760663,5.37E-05,0.000388011,4.15E-05,2.68E-06,2.21E-05,9.07E-05,0.000321558,4.93E-06,0.001880184,0.002172013,0.000103258,6.64E-05,0.001687594,0.000547768,2.01E-05,1.28E-05,0.000146677,5.58E-05,9.03E-06,5.63E-06,1.72E-06,7.82E-06,1.78E-06,5.28E-07,9.28E-06,1.22E-05,1.77E-05,1.98E-06,7.07E-07,6.48E-07,1.82E-07,3.68E-06,1.28E-07,2.88E-07
883,But I respect that you know it sounds like you.,0,0,0,0,0.165383801,9.02E-05,0.821463048,0.000709304,0.001656984,0.003853023,0.000741787,5.34E-05,0.00069432,3.78E-05,9.41E-06,1.24E-05,0.000662191,0.00106756,7.04E-06,0.001254584,0.001341795,0.000168326,0.000131277,7.55E-05,7.32E-05,4.98E-05,5.59E-06,0.000110964,7.83E-05,5.88E-05,5.02E-05,4.95E-06,2.99E-05,6.64E-06,8.54E-07,4.19E-05,7.29E-06,1.54E-05,3.20E-05,3.46E-06,7.92E-06,8.09E-07,5.56E-06,5.61E-07,2.05E-06
884,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
885,All right.,0,0,0,0,0.022663448,0.064042583,0.002865804,0.025090035,0.017267304,0.009020146,0.005357554,0.001475232,0.2753326,0.001075552,0.001745428,0.1007929,0.001165467,0.014307817,0.002247956,0.004487743,0.007942559,0.32668218,0.002722364,0.002548073,0.015217005,0.019384336,0.000280026,0.00164502,0.00440636,0.001846018,0.001577447,0.006034856,0.001965589,0.001350457,0.002154308,0.005157412,0.010644683,0.005070544,0.001212723,0.001026158,0.014656106,0.002783466,0.000947029,0.001053804,0.01275402
886,"I know you're plugged in with Dr. zeiger, but yeah.",0,0,0,0,0.995571733,2.87E-05,0.003154443,0.000317586,0.00030378,0.000278949,1.78E-05,2.87E-06,1.81E-05,7.54E-07,7.98E-07,2.38E-06,0.000145544,1.59E-05,6.25E-07,1.32E-05,2.89E-06,2.03E-05,7.01E-05,2.32E-06,1.52E-06,5.64E-06,2.45E-07,2.10E-06,3.17E-06,9.16E-06,2.85E-06,1.81E-06,3.36E-06,1.60E-07,2.92E-09,6.98E-07,9.78E-08,7.22E-08,4.27E-08,1.07E-07,2.12E-08,4.15E-08,1.04E-07,3.55E-08,2.66E-09
887,"
Okay.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
888,"I think it'd be super helpful you can feel free to reach out and let us know that on Monday at your peak flow number, I mean, in sorry because I feel like I'm pushing the peak flow just, I can tell you having done this with patients, lots of patients it's so helpful to have the peak flow numbers because it makes it really clear what the treatment, it should be.",0,0,0,0,0.65566963,1.35E-05,0.343618214,9.47E-06,0.000209199,5.49E-05,0.000105803,5.20E-06,0.000265427,6.75E-07,2.96E-08,6.46E-07,1.48E-06,1.20E-05,6.67E-08,6.84E-06,7.04E-06,4.51E-06,6.49E-06,4.32E-06,3.00E-07,2.14E-07,6.42E-07,2.31E-06,5.99E-07,1.32E-07,1.74E-08,3.59E-08,5.83E-08,7.18E-09,4.18E-11,1.17E-07,1.12E-08,1.89E-08,3.93E-09,7.08E-10,3.26E-10,1.55E-10,4.22E-09,2.30E-10,2.12E-10
889,"So again if you, it helps us if you do get the peak flow so you can feel free to send us a message on Monday to say hey, you know, say, I've been doing the albuterol nebulizer, it's working for me or it's not working for me I think it's time for steroids now I can send in a prescription for your prednisone.",0,0,0,0,0.857907414,5.05E-06,0.14123857,2.78E-05,2.52E-05,1.30E-05,0.000172105,3.22E-06,0.000140924,2.54E-06,5.12E-08,6.13E-07,5.19E-06,0.000122556,3.93E-07,0.000138752,8.73E-05,8.24E-06,7.75E-06,3.59E-05,2.83E-05,2.20E-06,6.36E-07,2.35E-05,5.79E-07,2.84E-07,1.08E-07,1.86E-07,2.81E-07,6.88E-08,1.26E-08,2.15E-07,5.36E-07,2.97E-07,2.12E-08,1.37E-08,8.72E-09,4.92E-09,2.26E-07,3.96E-09,3.72E-09
890,And if you have a peak flow number with it it makes it even more solid.,0,0,0,0,0.851910591,7.49E-06,0.145105109,1.65E-05,6.23E-05,0.000112254,0.000226665,7.63E-06,0.000311262,6.28E-06,3.43E-07,2.59E-06,1.95E-05,0.001235474,1.09E-06,4.47E-05,0.000653285,1.90E-05,5.01E-05,2.39E-05,0.000121149,1.88E-05,2.91E-06,2.72E-05,1.80E-06,3.78E-06,1.30E-06,6.22E-07,1.00E-06,3.61E-07,9.31E-08,1.98E-06,9.08E-07,4.90E-07,3.55E-07,9.73E-08,1.12E-07,3.26E-08,7.41E-07,3.32E-08,6.60E-08
891,"
The pizza yeah you actually could just buy it on Amazon, you shouldn't you can probably buy it at CVS or Walgreens.",0,0,0,0,0.741971016,0.000643806,0.033935264,0.000864969,0.0040026,0.000376243,0.148359582,0.001842702,0.0006991,0.000129798,4.20E-05,0.000432686,0.000306056,0.022441324,0.000254113,0.000146047,0.025038287,0.00294366,0.000454542,0.000541282,0.002707302,0.009238787,3.35E-05,0.000163256,4.90E-05,0.000289984,0.000805599,0.000139691,0.0001065,2.65E-05,6.56E-05,0.000508469,8.28E-05,9.48E-05,9.10E-05,7.15E-05,2.30E-05,2.77E-05,3.68E-05,5.36E-06,7.62E-06
892,Does that make sense so yeah just just google peak flow.,0,0,0,0,0.857804954,0.000606271,0.014897864,0.006865906,0.001138283,0.001785404,0.084953643,0.000584525,0.000505734,0.000297565,3.88E-05,0.000186422,0.000617977,0.008683551,0.000265178,0.001024997,0.00824695,0.002512322,0.000719749,0.000181888,0.00223708,0.001517552,3.95E-05,0.00317534,8.81E-05,0.000650382,3.86E-05,4.72E-05,0.000105301,1.73E-05,5.85E-06,6.97E-05,8.80E-06,1.54E-05,9.87E-06,1.60E-05,1.10E-05,1.37E-05,1.16E-05,2.16E-06,1.73E-06
893,You don't have to buy the expensive kind either.,0,0,0,0,0.447081298,0.000678844,0.473320067,0.000863606,0.002976723,0.001994082,0.004664829,0.000122456,0.002230494,0.000288902,2.37E-05,0.000282713,0.000362713,0.024215719,8.57E-05,0.003059595,0.025920786,0.000904839,0.000664588,0.005304746,0.002790675,0.000770032,0.000176269,0.000342985,0.000181232,0.000102338,6.48E-05,3.52E-05,7.18E-05,7.63E-06,6.54E-06,0.000131818,7.14E-05,7.87E-05,4.40E-05,5.71E-06,2.96E-05,6.70E-06,2.74E-05,1.58E-06,7.32E-06
894,I think that runs somewhere between somewhere under $20 if you buy the more expensive kinds they can run up to 5060 bucks.,0,0,0,0,0.17380549,2.38E-05,0.820526659,8.76E-05,0.000920501,0.000288904,0.001203478,2.07E-05,0.000178961,1.46E-05,4.02E-06,3.22E-06,3.66E-05,0.0003576,2.35E-06,0.000699822,0.001404768,1.83E-05,0.000158903,3.46E-05,4.16E-05,1.62E-05,4.13E-06,4.06E-05,9.07E-06,3.46E-05,1.19E-05,1.74E-06,7.54E-06,8.74E-07,1.33E-06,2.01E-05,3.50E-06,4.19E-06,6.56E-06,4.41E-07,7.30E-07,2.77E-07,2.64E-06,5.46E-08,9.69E-07
895,But you just you don't need the fancy digital one.,0,0,0,0,0.976320028,1.25E-05,0.020980336,6.09E-05,2.34E-05,2.38E-05,0.000189013,4.26E-06,8.10E-05,3.30E-06,4.11E-07,2.12E-06,2.22E-05,0.000810845,6.69E-07,0.000153476,0.000311729,3.55E-05,2.41E-05,0.000124108,0.000764288,1.69E-05,1.23E-06,2.36E-05,2.27E-06,1.37E-06,8.85E-07,2.64E-07,1.56E-06,2.05E-07,9.26E-08,7.66E-07,9.40E-07,4.65E-07,9.87E-08,4.75E-08,2.81E-08,2.87E-08,1.24E-06,1.50E-08,2.59E-08
896,"So, that makes sense.",0,0,0,0,0.313525647,0.006156432,0.414804101,0.010206331,0.041475784,0.142162964,0.013495683,0.001184595,0.003353061,0.000671057,0.000410032,0.0005817,0.002630705,0.005435399,0.000875901,0.004276617,0.009449087,0.002620199,0.004718729,0.000996905,0.007651343,0.004128048,0.000217058,0.002549802,0.000634565,0.000937103,0.000678704,0.000857616,0.000607327,0.0001676,0.000203727,0.000593255,0.000141652,0.000220831,0.000436447,0.00017523,0.000579475,5.45E-05,6.60E-05,3.51E-05,3.38E-05
897,"So yeah, so just search Amazon peak flow or go online, actually.",0,0,0,0,0.986004293,8.04E-06,0.013167895,4.32E-05,2.55E-05,8.16E-06,2.64E-05,1.68E-06,0.000479153,6.27E-07,8.29E-08,7.03E-07,1.36E-06,6.20E-05,5.95E-08,1.85E-06,0.000134558,4.83E-06,1.49E-05,9.82E-07,7.64E-06,2.89E-06,1.98E-07,2.58E-07,2.65E-07,5.27E-07,6.77E-07,6.31E-08,1.39E-07,1.98E-07,4.44E-09,6.78E-07,5.47E-08,2.22E-08,7.36E-09,5.01E-09,5.94E-09,2.27E-09,5.29E-08,7.86E-10,6.16E-09
898,"
I also do my mind that message now with the peak flow I have a. I have.",0,0,0,0,0.99206841,3.17E-06,0.007075787,3.35E-06,1.86E-05,1.04E-05,6.55E-05,9.85E-06,0.000496057,9.48E-07,1.54E-07,3.12E-06,7.06E-06,4.58E-05,1.20E-06,2.56E-05,2.54E-06,8.99E-06,6.76E-05,2.88E-05,2.33E-06,8.18E-07,1.43E-06,1.67E-06,2.87E-05,8.82E-07,8.28E-06,2.56E-07,4.56E-06,8.17E-07,4.77E-09,4.09E-06,3.43E-07,2.26E-06,6.97E-08,1.41E-07,3.10E-08,2.00E-08,2.95E-07,2.95E-08,2.36E-08
899,I think I have an example.,0,0,0,0,0.558516026,0.001024357,0.359718174,0.003050033,0.029744204,0.002425922,0.001412077,0.000991027,0.005263016,0.000106582,0.000350653,0.000154793,0.001847036,0.001464663,9.26E-05,0.002761759,0.000547716,0.000707296,0.015913218,0.000150772,0.000131133,0.000277827,0.000149531,0.000312871,0.001134033,0.002482282,0.005667414,9.97E-05,0.001042864,0.000102034,2.91E-05,0.000618077,0.000122988,0.000184132,0.00085402,0.000124218,0.000120374,7.87E-05,0.000170609,1.82E-05,3.79E-05
900,You know when you can get through Amazon but again you don't have to use Amazon you could use whatever you could go to Walmart Walgreens.,0,0,0,0,0.963453472,4.55E-05,0.027578266,6.41E-05,3.31E-05,2.79E-05,0.000642328,8.76E-06,0.000331709,1.45E-05,3.47E-07,9.79E-06,1.87E-05,0.000923313,1.12E-05,0.000467982,9.83E-05,0.000107415,1.95E-05,0.004878765,0.000736669,1.13E-05,4.61E-06,0.000469786,1.97E-05,1.30E-06,3.33E-07,6.98E-07,3.25E-06,9.74E-08,3.94E-08,1.00E-06,5.34E-06,9.08E-06,1.34E-07,1.07E-07,1.15E-07,8.03E-08,1.20E-06,9.56E-08,5.16E-08
901,Whatever's easiest.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
902,"
Okay, okay, well there's one non digital peak flow that's $15 on Amazon I send the link and then I see one that's for 45.",0,0,0,0,0.982405007,2.90E-05,0.01708048,3.19E-05,0.00024636,3.36E-05,6.75E-05,6.98E-06,4.98E-05,2.43E-06,4.46E-08,7.52E-07,1.08E-06,8.21E-06,1.27E-07,2.74E-06,5.02E-06,1.90E-06,1.99E-05,8.27E-07,1.30E-06,6.77E-07,2.07E-07,2.27E-06,1.02E-06,2.10E-07,1.39E-07,5.37E-08,7.12E-08,1.81E-08,1.90E-10,1.01E-07,2.50E-08,2.76E-08,1.80E-09,6.82E-09,1.27E-09,1.29E-09,4.16E-08,4.28E-10,3.31E-10
903,"So I've sent it now so you can check, you know.",0,0,0,0,0.642803967,0.000631159,0.184311479,0.024137571,0.001097586,0.000751708,0.008297266,0.000306585,0.004274853,0.001197875,0.000209647,0.000332342,0.002532385,0.015786432,0.000126402,0.011711978,0.077068239,0.002689372,0.000902491,0.006776367,0.002393467,0.002049988,0.000279547,0.000618264,0.001155528,0.0010326,0.001348644,8.75E-05,0.000262841,0.000280024,0.000193152,0.002184912,0.000319612,0.000696833,0.000360449,0.000122213,0.000101913,4.27E-05,0.000391745,3.75E-05,9.47E-05
904,Check it out.,0,0,0,0,0.206146538,0.040019568,0.235776365,0.050283924,0.077841654,0.040736489,0.018429076,0.006669355,0.02793186,0.009865461,0.004244312,0.004767844,0.010949857,0.020728396,0.006969562,0.021579413,0.033679128,0.013831045,0.021706402,0.014285068,0.032077685,0.020468753,0.002857874,0.018702023,0.007859339,0.00660788,0.005049353,0.004675603,0.003402279,0.002021772,0.002172495,0.005381692,0.003430418,0.003246239,0.003651311,0.003108252,0.003533741,0.00131344,0.002307207,0.00073421,0.000957062
905,Check out the my half on my message and yeah if you get one for the weekend you can shoot us a message this coming week.,0,0,0,0,0.808320582,0.000649818,0.158241615,0.000715815,0.001151535,0.000680547,0.0015421,0.000751452,0.00416799,7.16E-05,2.49E-06,0.000332284,0.000113228,0.001556144,3.81E-05,0.000926751,0.000331989,0.000720916,0.000271119,0.017777048,0.000292889,0.000182808,4.26E-05,0.000172032,0.000439195,1.36E-05,1.29E-05,1.20E-05,4.76E-05,8.57E-06,3.35E-07,5.82E-05,7.04E-05,0.000258895,3.47E-06,2.08E-06,1.64E-06,3.25E-07,1.57E-05,1.27E-06,4.72E-07
906,Let us know what your peak flow looks like.,0,0,0,0,0.899801195,1.24E-05,0.093973264,5.23E-05,7.64E-05,0.00013914,0.000189025,0.00011651,0.000282374,0.000283649,1.32E-05,2.50E-05,0.000240333,0.000156647,1.30E-05,0.003203545,8.14E-05,0.000117909,5.41E-05,0.000262612,8.45E-05,4.91E-05,9.22E-05,0.000216763,0.000274707,3.29E-05,1.99E-05,2.40E-06,1.95E-05,2.19E-05,4.08E-07,5.45E-06,1.19E-05,2.99E-05,2.10E-06,2.62E-05,1.72E-06,8.13E-07,1.26E-05,4.05E-07,4.94E-07
907,"Let me know how you're doing with the nebulizer
or the nebulizer.",0,0,0,0,0.205672607,0.000312993,0.017501954,0.001815713,0.000502382,0.002346892,0.002217757,0.00111932,0.00198618,0.004111581,0.001874742,0.002788275,0.031991586,0.001479296,0.000440074,0.318022907,0.000586169,0.011488244,0.001625112,0.073560156,0.003004625,0.000601494,0.003008965,0.020989122,0.142686173,0.002442485,0.00205233,0.000155217,0.009869572,0.003453014,0.000749343,0.002116338,0.01251588,0.064666979,0.001499607,0.038712971,0.001341093,0.000684467,0.006062683,0.001146082,0.000797572
908,"
Okay, perfect.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
909,"All right, let's set up our next touch base and see if to do a couple of things here in November, December, January, February, we're looking at February.",0,0,0,0,0.882906497,0.00144895,0.090146624,0.002421434,0.001661628,0.000265818,0.002412612,4.66E-05,0.005787538,7.87E-05,2.49E-06,0.003363856,6.63E-05,0.001497808,1.06E-05,0.002171919,0.001827083,0.000779949,0.000111062,0.001599611,0.000743942,0.000100256,1.16E-05,6.80E-05,0.000307559,5.02E-06,9.04E-06,1.86E-06,3.45E-05,1.77E-06,2.02E-07,1.97E-05,5.00E-05,3.05E-05,8.80E-07,4.65E-07,2.18E-06,6.74E-07,3.39E-06,1.08E-07,1.28E-06
910,February.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
911,Can I call you the same time 11am.,0,0,0,0,0.067690544,0.000925334,0.024044534,0.00318239,0.001814479,0.000979577,0.170025676,0.001221682,0.026932383,0.001970807,0.000339894,0.000517906,0.000773857,0.01487621,0.002254422,0.408814698,0.017737668,0.008829626,0.000443649,0.181772754,0.004196381,0.00254243,0.001360355,0.031880703,0.001230045,0.000824541,0.00033602,0.001235818,0.00060802,0.000989958,0.00208195,0.002382817,0.002588077,0.007787195,0.000815249,0.000144012,0.000138871,0.00035917,0.001116335,0.000823008,0.001411022
912,Got it.,0,0,0,0,0.016173646,0.019168416,0.011590431,0.007153534,0.006771219,0.002303599,0.00175004,0.004774501,0.01293501,0.001808491,0.000979266,0.005737706,0.004462706,0.009199937,0.002766253,0.004026981,0.004332684,0.043703619,0.004119434,0.240493596,0.408085287,0.015943695,0.001486718,0.009938033,0.035022512,0.001744919,0.002841238,0.004026059,0.003188607,0.000808602,0.002607036,0.005280965,0.034286544,0.040486876,0.010355292,0.005497072,0.005161495,0.000637379,0.003271915,0.002718028,0.002360657
913,Obviously we need to change just shoot me a message and Arlene will update it.,0,0,0,0,0.828731,0.000136213,0.134250179,9.60E-05,0.000242048,0.000814482,0.000353838,9.62E-05,0.005223309,2.33E-05,9.36E-07,0.000128396,7.10E-05,0.009244888,9.61E-06,0.002336492,0.000114657,0.000491416,0.000132191,0.016727746,0.00025786,4.38E-05,0.000135497,0.000100987,0.000140493,1.60E-06,3.05E-06,9.96E-07,3.36E-06,3.56E-06,5.53E-09,2.81E-06,1.66E-05,5.74E-05,1.04E-06,2.02E-07,1.95E-07,6.58E-08,6.28E-06,4.93E-08,2.46E-07
914,"
Great.",0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
915,I'll pass it on.,0,0,0,0,0.331807524,0.007142235,0.497667283,0.019044891,0.031851046,0.017868003,0.005072941,0.002084102,0.006608454,0.00063132,0.000792495,0.000543539,0.002842034,0.002905451,0.000491084,0.023052197,0.007370967,0.002325937,0.002768979,0.001406757,0.023126381,0.004130271,0.000142426,0.00215702,0.001094284,0.00086055,0.00079322,0.000269693,0.000541628,0.00019377,0.000123749,0.000338366,0.00032707,0.000369756,0.000438855,0.000174778,0.00034442,6.69E-05,0.000150845,3.53E-05,4.34E-05
916,He cares that's why he cares it's good I'm so glad I didn't hear that for patients.,0,0,0,0,0.324201226,0.000387463,0.239543438,0.001293376,0.001011731,0.003699891,0.001444717,0.000101816,0.001549421,0.001764045,0.000110109,8.61E-05,0.000412554,0.000217404,0.000328549,0.065301552,0.000464871,0.002048503,0.000522291,0.006217283,0.002136859,7.86E-05,0.000162729,0.344331801,0.000561365,0.000152529,5.36E-06,9.15E-05,6.02E-05,1.27E-05,8.43E-05,2.53E-05,0.000335531,0.000589902,7.63E-06,0.000218117,3.14E-05,7.02E-06,0.000379514,1.67E-05,4.52E-06
917,And so I'm so happy to have someone on my team that he's like yeah on the ball.,0,0,0,0,0.839762747,0.000129466,0.132549927,0.00224892,0.000529914,0.000123805,0.000377868,4.93E-05,0.002109284,6.74E-05,6.47E-06,6.21E-05,0.000325347,0.002762859,8.05E-06,0.000332841,0.015198017,0.000184258,0.001183459,0.000289511,0.000710301,0.000174053,1.54E-05,5.61E-05,0.000129438,7.46E-05,9.14E-05,7.11E-06,4.75E-05,1.29E-05,1.61E-05,0.000200493,5.74E-05,2.70E-05,2.07E-05,1.27E-05,1.02E-05,1.96E-06,2.87E-05,1.38E-06,3.10E-06
918,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
919,Now I'm glad you feel comfortable to push back.,0,0,0,0,0.562285602,0.0007985,0.148721501,0.000774636,0.001768191,0.003577663,0.034235172,0.000515388,0.017927352,0.001252165,0.000106482,0.001778569,0.000256733,0.013203138,0.000682253,0.011145311,0.006864463,0.008873776,0.000748817,0.169008836,0.005115515,0.000543015,0.002545386,0.001933542,0.001371603,0.000233266,5.80E-05,0.000240369,0.000130901,5.08E-05,3.51E-05,0.000383482,0.000584894,0.001868692,7.81E-05,4.89E-05,3.60E-05,9.63E-06,0.000119619,2.59E-05,6.27E-05
920,"Oh good, good.",0,0,0,0,0.002599086,0.787116289,0.00211213,0.05093693,0.005010976,0.015258412,0.000790954,0.002369305,0.004649372,0.000751453,0.000664066,0.08212176,0.00076176,0.000851273,0.004409121,0.000925272,0.002232968,0.002915451,0.001684785,0.00484667,0.002757275,0.004557033,0.001850827,0.000979272,0.005914391,0.000376368,0.000489932,0.000765004,0.001011215,0.000902599,0.000156388,0.000759703,0.000944203,0.001246289,0.000273374,0.00138213,0.000988895,0.000238924,0.000567661,0.00032397,0.00050654
921,Okay.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
922,Let's get.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
923,Awesome.,0,0,0,0,0.023257414,0.021952858,0.014499795,0.023086453,0.018760439,0.019691521,0.014288587,0.017821005,0.024131771,0.018770009,0.023994533,0.019390756,0.024446679,0.021679092,0.018490801,0.02428274,0.021715943,0.029862707,0.022794973,0.019167831,0.033947233,0.039310049,0.015122966,0.019688945,0.022263734,0.031546678,0.03065932,0.027602484,0.024484869,0.027682425,0.034073319,0.024333227,0.033435054,0.022902621,0.029717708,0.028145693,0.034927789,0.026399709,0.022588184,0.023586394,0.02549574
924,Well thanks thanks for that feedback for him.,0,0,0,0,0.013880177,0.000830522,0.064472511,0.001064397,0.004881201,0.039384425,0.009879369,0.000417342,0.536018252,0.000747742,0.000647137,0.004031376,0.00015177,0.00082057,0.000175815,0.001654966,0.014136972,0.006901868,0.001217117,0.000698389,0.001406256,0.000852719,0.000232001,0.000268516,0.000934877,0.001115918,0.00032198,0.001066066,0.001373512,0.00541312,0.000461045,0.011104464,0.002172499,0.000605486,0.001908059,2.35E-05,0.000311905,6.19E-05,6.66E-05,8.60E-05,0.26820159
925,"And like I said, hopefully we hear from you this coming week, but you're awesome okay.",0,0,0,0,0.816910148,0.000168568,0.166032284,0.000716826,0.000843426,0.000196269,0.000582567,2.95E-05,0.005763353,1.59E-05,7.17E-06,4.10E-05,0.000123406,0.000726724,7.50E-06,0.004371892,0.002398828,0.000244031,0.000125672,0.000209647,0.000175745,5.78E-05,6.03E-06,2.80E-05,9.85E-05,1.79E-05,2.23E-05,1.63E-06,1.16E-05,5.04E-06,1.60E-06,1.92E-05,1.38E-05,1.27E-05,2.52E-06,7.90E-07,4.38E-06,4.71E-07,3.15E-06,3.51E-07,2.01E-06
